frame.time_epoch,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.len,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.flags.ece,tcp.window_size_value,tcp.hdr_len
1766195327.089883023,6,10.1.0.9,10.1.0.19,3000,59394,385,317,False,False,False,True,True,False,False,False,501,32
1766195327.089901924,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,840,32
1766195327.089997828,6,10.1.0.9,10.1.0.19,3000,59394,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.090022030,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,840,32
1766195327.166053742,6,10.1.0.19,10.1.0.9,59404,3000,341,273,False,False,False,True,True,False,False,False,899,32
1766195327.168941571,6,10.1.0.9,10.1.0.19,3000,59404,581,513,False,False,False,True,True,False,False,False,501,32
1766195327.169033375,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195327.169690005,6,10.1.0.9,10.1.0.19,3000,59404,9073,9005,False,False,False,True,True,False,False,False,501,32
1766195327.169765208,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,840,32
1766195327.169809810,6,10.1.0.9,10.1.0.19,3000,59404,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.169826711,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195327.230547136,6,10.1.0.19,10.1.0.9,59378,3000,440,372,False,False,False,True,True,False,False,False,900,32
1766195327.230598138,6,10.1.0.9,10.1.0.19,3000,59378,68,0,False,False,False,False,True,False,False,False,501,32
1766195327.243664525,6,10.1.0.19,10.1.0.9,59362,3000,402,334,False,False,False,True,True,False,False,False,900,32
1766195327.249674394,6,10.1.0.9,10.1.0.19,3000,59378,1085,1017,False,False,False,True,True,False,False,False,501,32
1766195327.249755398,6,10.1.0.19,10.1.0.9,59378,3000,68,0,False,False,False,False,True,False,False,False,895,32
1766195327.253282656,6,10.1.0.9,10.1.0.19,3000,59362,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195327.253401662,6,10.1.0.19,10.1.0.9,59352,3000,449,381,False,False,False,True,True,False,False,False,828,32
1766195327.253429063,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,852,32
1766195327.253441263,6,10.1.0.9,10.1.0.19,3000,59362,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195327.253472065,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,796,32
1766195327.253483665,6,10.1.0.9,10.1.0.19,3000,59362,1310,1242,False,False,False,True,True,False,False,False,501,32
1766195327.253500066,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,787,32
1766195327.270757640,6,10.1.0.9,10.1.0.19,3000,59352,581,513,False,False,False,True,True,False,False,False,501,32
1766195327.270914748,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,828,32
1766195327.273141447,6,10.1.0.9,10.1.0.19,3000,59352,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195327.273622869,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,785,32
1766195327.273635170,6,10.1.0.9,10.1.0.19,3000,59352,1833,1765,False,False,False,True,True,False,False,False,501,32
1766195327.273766075,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,820,32
1766195327.273918082,6,10.1.0.9,10.1.0.19,3000,59352,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.273951184,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,828,32
1766195327.294901124,6,10.1.0.19,10.1.0.9,59394,3000,386,318,False,False,False,True,True,False,False,False,899,32
1766195327.340351964,6,10.1.0.9,10.1.0.19,3000,59394,731,663,False,False,False,True,True,False,False,False,501,32
1766195327.340475669,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,898,32
1766195327.371291252,6,10.1.0.19,10.1.0.9,59404,3000,398,330,False,False,False,True,True,False,False,False,899,32
1766195327.385418986,6,10.1.0.9,10.1.0.19,3000,59404,581,513,False,False,False,True,True,False,False,False,501,32
1766195327.385521291,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195327.386406630,6,10.1.0.9,10.1.0.19,3000,59404,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195327.386494434,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,852,32
1766195327.386501835,6,10.1.0.9,10.1.0.19,3000,59404,1833,1765,False,False,False,True,True,False,False,False,501,32
1766195327.386541037,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,872,32
