Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
3000,6,20/12/2025 01:48:42,612195.0149536133,7,5,756,761,286,68,108.0,80.93618885681897,481,68,152.2,183.83742818044425,2477.9685605818677,19.601597051405676,55654.0922685103,163536.5175929516,545222.5208282471,2.86102294921875,612195.0149536133,102032.50249226888,218662.41880842444,545222.5208282471,32.18650817871094,612057.9242706299,153014.48106765747,264309.28363744414,546798.4676361084,30.279159545898438,2,1,0,0,232,168,11.434264946653311,8.167332104752365,68,481,126.41666666666667,127.98683052517077,16380.628787878784,2,2,0,3,11,0,0,0,0.7142857142857143,126.41666666666667,108.0,152.2,0,0,0,0,0,0,7,756,5,761,64240,65160,2,68,612195.0149536133,0,612195.0149536133,612195.0149536133,0,0,0,0
3000,6,20/12/2025 01:48:42,585496.187210083,7,5,755,761,286,68,107.85714285714286,80.90823726384637,481,68,152.2,183.83742818044425,2589.256827143165,20.495436626463047,53226.926110007546,163990.98594291008,546452.2838592529,3.337860107421875,585496.187210083,97582.69786834717,220439.9392160516,546452.2838592529,39.577484130859375,585409.40284729,146352.3507118225,267545.2857212839,546747.6844787598,37.19329833984375,2,1,0,0,232,168,11.955671365436777,8.539765261026268,68,481,126.33333333333333,127.99029319255095,16381.515151515156,2,2,0,3,11,0,0,0,0.7142857142857143,126.33333333333333,107.85714285714286,152.2,0,0,0,0,0,0,7,755,5,761,64240,65160,2,68,585496.187210083,0,585496.187210083,585496.187210083,0,0,0,0
3000,6,20/12/2025 01:48:43,565854.0725708008,7,5,754,1526,286,68,107.71428571428571,80.88204227085738,1246,68,305.2,525.9345966943038,4029.3073965898193,21.206881034683256,51441.279324618255,158747.18782855215,528979.5398712158,3.0994415283203125,565854.0725708008,94309.01209513347,213428.9686984023,528979.5398712158,43.8690185546875,565768.2418823242,141442.06047058105,259293.13699632848,529553.4133911133,41.00799560546875,2,1,0,0,232,168,12.370680603565235,8.836200431118025,68,1246,190.0,338.36935171764327,114493.81818181818,2,2,0,3,11,0,0,0,0.7142857142857143,190.0,107.71428571428571,305.2,0,0,0,0,0,0,7,754,5,1526,64240,65160,2,68,565854.0725708008,0,565854.0725708008,565854.0725708008,0,0,0,0
3000,6,20/12/2025 01:48:43,551076.8890380859,7,5,763,761,286,68,109.0,81.1808680252517,481,68,152.2,183.83742818044425,2765.4943081720735,21.775545733638374,50097.89900346236,158221.08790635644,526669.979095459,3.0994415283203125,551076.8890380859,91846.14817301433,213232.04867430366,526669.979095459,42.20008850097656,551004.4097900391,137751.10244750977,259773.6798200228,527051.2104034424,38.86222839355469,2,1,0,0,232,168,12.702401677955718,9.073144055682656,68,481,127.0,127.98082242699846,16379.09090909091,2,2,0,3,11,0,0,0,0.7142857142857143,127.0,109.0,152.2,0,0,0,0,0,0,7,763,5,761,64240,65160,2,68,551076.8890380859,0,551076.8890380859,551076.8890380859,0,0,0,0
3000,6,20/12/2025 01:48:44,565024.8527526855,7,5,752,761,286,68,107.42857142857143,80.8349288011421,481,68,152.2,183.83742818044425,2677.7583191765343,21.23800385334991,51365.8957047896,161407.50143010454,537635.326385498,2.86102294921875,565024.8527526855,94170.80879211426,217412.9319598631,537635.326385498,38.38539123535156,564926.3858795166,141231.59646987915,268175.394323761,543207.8838348389,34.332275390625,2,1,0,0,232,168,12.38883558112078,8.849168272229127,68,481,126.08333333333333,128.0045868022871,16385.17424242425,2,2,0,3,11,0,0,0,0.7142857142857143,126.08333333333333,107.42857142857143,152.2,0,0,0,0,0,0,7,752,5,761,64240,65160,2,68,565024.8527526855,0,565024.8527526855,565024.8527526855,0,0,0,0
3000,6,20/12/2025 01:48:44,563654.4227600098,7,5,751,761,286,68,107.28571428571429,80.81401340055301,481,68,152.2,183.83742818044425,2682.494697010073,21.289640452460898,51241.311160000885,160672.0499595368,535031.3186645508,3.0994415283203125,563654.4227600098,93942.40379333496,216376.07781055846,535031.3186645508,48.63739013671875,563555.7174682617,140888.92936706543,263357.4678324251,535435.676574707,41.961669921875,2,1,0,0,232,168,12.41895693060219,8.870683521858709,68,481,126.0,128.01065296578747,16386.727272727272,2,2,0,3,11,0,0,0,0.7142857142857143,126.0,107.28571428571429,152.2,0,0,0,0,0,0,7,751,5,761,64240,65160,2,68,563654.4227600098,0,563654.4227600098,563654.4227600098,0,0,0,0
3000,6,20/12/2025 01:48:45,540156.1260223389,7,5,753,761,286,68,107.57142857142857,80.85760558508014,481,68,152.2,183.83742818044425,2802.893324841023,22.21579914008737,49105.10236566717,153891.79911637682,512467.3843383789,2.86102294921875,540156.1260223389,90026.02100372314,207233.76445159127,512467.3843383789,35.28594970703125,540059.5664978027,135014.89162445068,252269.91816942938,512940.6452178955,32.66334533691406,2,1,0,0,232,168,12.959216165050965,9.256582975036403,68,481,126.16666666666667,127.99917139883321,16383.787878787884,2,2,0,3,11,0,0,0,0.7142857142857143,126.16666666666667,107.57142857142857,152.2,0,0,0,0,0,0,7,753,5,761,64240,65160,2,68,540156.1260223389,0,540156.1260223389,540156.1260223389,0,0,0,0
3000,6,20/12/2025 01:30:07,523759.8419189453,7,5,752,761,286,68,107.42857142857143,80.8349288011421,481,68,152.2,183.83742818044425,2888.7285333993686,22.91126397937371,47614.53108354048,153973.84677190834,511745.2144622803,1.430511474609375,523759.8419189453,87293.30698649089,207989.87491401986,511745.2144622803,19.550323486328125,523718.59550476074,130929.64887619019,254114.0194334183,512012.9585266113,17.404556274414062,2,1,0,0,232,168,13.364903987967997,9.546359991405712,68,481,126.08333333333333,128.0045868022871,16385.17424242425,2,2,0,3,11,0,0,0,0.7142857142857143,126.08333333333333,107.42857142857143,152.2,0,0,0,0,0,0,7,752,5,761,64240,65160,2,68,523759.8419189453,0,523759.8419189453,523759.8419189453,0,0,0,0
3000,6,20/12/2025 01:30:07,524236.44065856934,7,5,751,761,286,68,107.28571428571429,80.81401340055301,481,68,152.2,183.83742818044425,2884.1947692544186,22.89043467662237,47657.85824168812,154940.01596365462,514750.00381469727,1.430511474609375,524236.44065856934,87372.74010976155,209401.7105483615,514750.00381469727,19.311904907226562,524174.45182800293,131043.61295700073,256088.20915129792,515124.0825653076,17.1661376953125,2,1,0,0,232,168,13.352753561363048,9.53768111525932,68,481,126.0,128.01065296578747,16386.727272727272,2,2,0,3,11,0,0,0,0.7142857142857143,126.0,107.28571428571429,152.2,0,0,0,0,0,0,7,751,5,761,64240,65160,2,68,524236.44065856934,0,524236.44065856934,524236.44065856934,0,0,0,0
3000,6,20/12/2025 01:30:08,523309.70764160156,7,5,753,761,286,68,107.57142857142857,80.85760558508014,481,68,152.2,183.83742818044425,2893.124239607822,22.930971516046146,47573.60978560014,153448.36530055897,510125.87547302246,4.291534423828125,523309.70764160156,87218.2846069336,207229.15355983007,510125.87547302246,45.06111145019531,523208.1413269043,130802.03533172607,253965.78577011553,511667.25158691406,52.21366882324219,2,1,0,0,232,168,13.376400051026916,9.554571465019228,68,481,126.16666666666667,127.99917139883321,16383.787878787884,2,2,0,3,11,0,0,0,0.7142857142857143,126.16666666666667,107.57142857142857,152.2,0,0,0,0,0,0,7,753,5,761,64240,65160,2,68,523309.70764160156,0,523309.70764160156,523309.70764160156,0,0,0,0
3000,6,20/12/2025 01:29:48,13.3514404296875,1,1,76,56,76,76,76.0,0.0,56,56,56.0,0.0,9886573.714285713,149796.57142857142,13.3514404296875,0.0,13.3514404296875,13.3514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,74898.28571428571,74898.28571428571,56,76,66.0,14.142135623730951,200.0,0,1,1,0,1,0,0,0,1.0,66.0,76.0,56.0,0,0,0,0,0,0,1,76,1,56,64240,0,0,76,13.3514404296875,0,13.3514404296875,13.3514404296875,0,0,0,0
3000,6,20/12/2025 01:29:50,7.8678131103515625,1,1,76,56,76,76,76.0,0.0,56,56,56.0,0.0,16777216.0,254200.24242424243,7.8678131103515625,0.0,7.8678131103515625,7.8678131103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,127100.12121212122,127100.12121212122,56,76,66.0,14.142135623730951,200.0,0,1,1,0,1,0,0,0,1.0,66.0,76.0,56.0,0,0,0,0,0,0,1,76,1,56,64240,0,0,76,7.8678131103515625,0,7.8678131103515625,7.8678131103515625,0,0,0,0
